x,y,r,phi,vx,s
0.578224153327776,0.513139166240312,-1173.27350242014,-0.0432984493054736,0,0
0.678154680337579,0.508805400244896,-1211.14112182867,-0.0433823690138408,0,0.000264270613107822
0.778084849094088,0.504463381306953,-1251.53510002138,-0.0434636231980599,0,0.000528541226215645
0.878014670511191,0.500113375823434,-1294.71749873284,-0.0435422118130229,0,0.000792811839323467
0.977944155566897,0.495755650193843,-1340.98709417808,-0.0436181348057934,0,0.00105708245243129
1.07787331530115,0.491390470819774,-1390.68716968413,-0.0436913921325138,0,0.00132135306553911
1.17780216081369,0.487018104104446,-1444.21379230292,-0.0437619837538406,0,0.00158562367864693
1.27773070326188,0.482638816452244,-1502.02646425191,-0.0438299096361155,0,0.00184989429175476
1.3776589538586,0.478252874268256,-1564.66131677658,-0.0438951697510288,0,0.00211416490486258
1.47758692387004,0.473860543957828,-1632.74779572704,-0.0439577640756994,0,0.0023784355179704
1.57751462461356,0.469462091926102,-1707.02987833573,-0.0440176925925901,0,0.00264270613107822
1.67744206745557,0.465057784577579,-1788.39336685187,-0.0440749552895331,0,0.00290697674418605
1.77736926380932,0.460647888315665,-1877.90137763204,-0.0441295521596761,0,0.00317124735729387
1.87729622513281,0.456232669542229,-1976.84103763111,-0.0441814832014923,0,0.00343551797040169
1.97722296292657,0.451812394657169,-2086.78578067621,-0.0442307484187328,0,0.00369978858350951
2.07714948873157,0.447387330057965,-2209.67962288157,-0.0442773478204262,0,0.00396405919661734
2.177075814127,0.44295774213925,-2347.95311321434,-0.0443212814208637,0,0.00422832980972516
2.27700195072817,0.438523897292373,-2504.68567645704,-0.0443625492395607,0,0.00449260042283298
2.37692791018435,0.43408606190497,-2683.83765122776,-0.0444011513012783,0,0.0047568710359408
2.47685370417658,0.429644502360532,-2890.58954222266,-0.0444370876359747,0,0.00502114164904863
2.57677934441554,0.425199485037979,-3131.851146203,-0.0444703582788038,0,0.00528541226215645
2.6767048426394,0.420751276311231,-3417.04881365259,-0.0445009632701149,0,0.00554968287526427
2.77663021061167,0.416300142548789,-3759.3858831255,-0.0445289026554248,0,0.00581395348837209
2.87655546011901,0.411846350113306,-4177.94497878959,-0.0445541764854073,0,0.00607822410147992
2.97648060296914,0.407390165361171,-4701.37043242032,-0.0445767848158799,0,0.00634249471458774
3.07640565098862,0.402931854642081,-5374.71467842537,-0.0445967277078952,0,0.00660676532769556
3.17633061602075,0.398471684298632,-6273.15113469787,-0.0446140052272556,0,0.00687103594080338
3.27625550992337,0.394009920665889,-7532.19552158865,-0.044628617446327,0,0.00713530655391121
3.37618034456674,0.389546830070983,-9423.47260900197,-0.0446405644372657,0,0.00739957716701903
3.4761051318314,0.385082678832667,-12582.7610954864,-0.0446498462972115,0,0.00766384778012685
3.57602988360595,0.38061773326098,-18929.5683362717,-0.044656463053594,0,0.00792811839323467
3.67595461180028,0.376152259999056,-38478.3735600722,-0.0446604048178532,0,0.0081923890063425
3.77587932838611,0.371686526978969,1179685.95088666,-0.0446616621720971,0,0.00845665961945032
3.87580404535054,0.367220802430515,36122.6814119937,-0.0446602352667117,0,0.00872093023255814
3.97572877468019,0.362755354574025,18342.5112006545,-0.0446561241811646,0,0.00898520084566596
4.07565352835906,0.358290451620691,12292.257393675,-0.0446493290101063,0,0.00924947145877379
4.17557831836632,0.353826361772979,9243.4246081378,-0.0446398498403415,0,0.00951374207188161
4.27550315667424,0.349363353225019,7406.46541953834,-0.0446276867569952,0,0.00977801268498943
4.37542805524601,0.344901694163001,6178.61675266824,-0.0446128398418643,0,0.0100422832980973
4.47535302603358,0.340441652765568,5300.00396633309,-0.0445953091738568,0,0.0103065539112051
4.57527808097555,0.335983497204209,4640.17873437086,-0.0445750948288921,0,0.0105708245243129
4.67520323199499,0.331527495643649,4126.46694761537,-0.0445521968799385,0,0.0108350951374207
4.7751284909973,0.327073916242247,3715.17261375913,-0.0445266153969946,0,0.0110993657505285
4.8750538698681,0.322623027152377,3378.44368711459,-0.0444983504471197,0,0.0113636363636364
4.97497938047105,0.318175096520826,3097.68776174441,-0.0444674020944278,0,0.0116279069767442
5.07490503464571,0.313730392489177,2860.01930702446,-0.0444337704001118,0,0.011892177589852
5.17483084420542,0.309289183194196,2656.22608043357,-0.044397455422444,0,0.0121564482029598
5.27475682093509,0.304851736768219,2479.54727792308,-0.0443584572167857,0,0.0124207188160677
5.37468297658916,0.300418321339535,2324.90896562028,-0.0443167758356179,0,0.0126849894291755
5.47460932288934,0.295989205032766,2188.42886014396,-0.0442724113285311,0,0.0129492600422833
5.57453587152257,0.291564655969247,2067.08589936598,-0.0442253637422505,0,0.0132135306553911
5.67446263413878,0.287144942267409,1958.49397668922,-0.0441756331206579,0,0.0134778012684989
5.77438962234882,0.282730332043146,1860.74345633087,-0.0441232195048146,0,0.0137420718816068
5.8743168477223,0.278321093410198,1772.28788994985,-0.044068122932896,0,0.0140063424947146
5.97424432178538,0.273917494480513,1691.86162174635,-0.0440103434405346,0,0.0142706131078224
6.07417205601874,0.269519803364627,1618.41873032538,-0.0439498810596652,0,0.0145348837209302
6.17410006185532,0.265128288172014,1551.0876486959,-0.0438867358228921,0,0.0147991543340381
6.27402835067826,0.260743217011482,1489.13518385328,-0.0438209077472613,0,0.0150634249471459
6.37395693381869,0.256364857991438,1431.94390609963,-0.0437523968950203,0,0.0153276955602537
6.47388582255365,0.251993479220592,1378.97703959487,-0.0436812031467395,0,0.0155919661733615
6.57381502810385,0.247629348806985,1329.84384734917,-0.0436073270637669,0,0.0158562367864693
6.67374456154542,0.243272732882657,1285.84929199551,-0.0435308251643861,0,0.0161205073995772
6.77367443358071,0.238923890373238,1244.65313869763,-0.0434517491870249,0,0.016384778012685
6.87360465478047,0.234583078568007,1206.02005481926,-0.043370098709258,0,0.0166490486257928
6.97353523565326,0.230250554755385,1169.71213736684,-0.0432858738759622,0,0.0169133192389006
7.07346618664355,0.225926576224354,1135.52708170094,-0.0431990746786517,0,0.0171775898520085
7.1733975181297,0.221611400264315,1103.28360464756,-0.043109701148414,0,0.0174418604651163
7.27332924042198,0.217305284165369,1072.8209456513,-0.0430177533043065,0,0.0177061310782241
7.37326136376063,0.213008485218475,1043.99550029769,-0.0429232311672074,0,0.0179704016913319
7.47319389831381,0.208721260715638,1016.67872987652,-0.0428261347561282,0,0.0182346723044397
7.57312685417566,0.20444386795009,990.755201270401,-0.0427264640892591,0,0.0184989429175476
7.67306024136435,0.200176564216454,966.120966165813,-0.042624219183713,0,0.0187632135306554
7.77299406982002,0.195919606810923,942.682166653174,-0.0425194000556463,0,0.0190274841437632
7.87292834940284,0.191673253031417,920.353838618494,-0.0424120067202596,0,0.019291754756871
7.97286308989105,0.187437760177751,899.058884344021,-0.0423020391918359,0,0.0195560253699789
8.07279830097893,0.183213385551784,878.727181383909,-0.042189497483788,0,0.0198202959830867
8.17273399227483,0.179000386457576,859.294811937488,-0.0420743816086771,0,0.0200845665961945
8.27267017329923,0.174799020201532,840.703391096356,-0.041956691578256,0,0.0203488372093023
8.37260685348269,0.170609544092546,822.899481116886,-0.0418364274035094,0,0.0206131078224101
8.47254404216389,0.166432215442139,805.834077837622,-0.0417135890946752,0,0.020877378435518
8.5724817485877,0.162267291564589,789.462161097167,-0.0415881766613058,0,0.0211416490486258
8.67241998190312,0.15811502977706,773.74229696766,-0.0414601901123158,0,0.0214059196617336
8.7723587511613,0.153975687399724,758.636287177347,-0.0413296294558953,0,0.0216701902748414
8.87229806531362,0.149849521755877,744.108865534572,-0.0411964947000331,0,0.0219344608879493
8.97223793320964,0.145736790172056,730.127396205067,-0.0410607858508355,0,0.0221987315010571
9.07217836359518,0.141637749978129,716.661726248311,-0.0409225029188682,0,0.0224630021141649
9.17211936511023,0.137552658507445,703.683620786349,-0.0407816458958358,0,0.0227272727272727
9.27206094628708,0.133481773096741,691.16781021505,-0.0406382148417712,0,0.0229915433403806
9.37200311554828,0.129425351086959,679.087355204212,-0.0404922095595848,0,0.0232558139534884
9.47194588120457,0.125383649820555,667.429536392537,-0.0403436308108739,0,0.0235200845665962
9.57188925145334,0.121356926652228,656.085297674561,-0.0401924756258779,0,0.023784355179704
9.67183323473786,0.117345447950429,643.184097281787,-0.0400384900536677,0,0.0240486257928118
9.77177784065281,0.113349511932689,630.806242109249,-0.0398814497979314,0,0.0243128964059197
9.87172307893224,0.109369423815426,618.888916288553,-0.039721357066118,0,0.0245771670190275
9.97166895916553,0.105405488832966,607.415054282134,-0.0395582112002656,0,0.0248414376321353
10.0716154907942,0.101458012228602,596.35823603743,-0.0393920123058926,0,0.0251057082452431
10.1715626831094,0.0975272992574407,585.69666584616,-0.0392227602807243,0,0.025369978858351
10.2715105452488,0.0936136551860496,575.409372910495,-0.0390504550747612,0,0.0256342494714588
10.371459086194,0.0897173852929566,565.477017046843,-0.0388750966207587,0,0.0258985200845666
