x,y,r,v 
0.4377978342632787,-0.2015896183435805,-0.0047750242528517      
0.6886842603677513,-0.2094726768746504,-0.004681120920872, 0.0
0.939570686472224,-0.21735573540572029,-0.0045872175888923, 0.0
1.1904571125766967,-0.2252387939367902,-0.0044933142569126, 0.0
1.4413435386811693,-0.2331218524678601,-0.0043994109249329, 0.0
1.69226639946538,-0.23985495995567557,-0.004263636832470124, 0.0
1.9431892602495904,-0.24658806744349104,-0.00412786274000735, 0.0
2.194112121033801,-0.2533211749313065,-0.003992088647544575, 0.0
2.4450349818180115,-0.260054282419122,-0.0038563145550818, 0.0
2.695977648105961,-0.2661228030101178,-0.0036759998801647, 0.0
2.9469203143939104,-0.2721913236011137,-0.0034956852052476003, 0.0
3.1978629806818604,-0.2782598441921096,-0.0033153705303305, 0.0
3.44880564696981,-0.2843283647831054,-0.0031350558554134, 0.0
3.6997514895854993,-0.2902176626237165,-0.002911768060503225    , 0.0        
3.9506973322011882,-0.29610696046432766,-0.00268848026559305, 0.0
4.201643174816878,-0.3019962583049388,-0.002465192470682875, 0.0
4.452589017432567,-0.3078855561455499,-0.0022419046757727, 0.0
4.703521407200011,-0.31408099538221174,-0.0019817643017754497, 0.0
4.954453796967456,-0.32027643461887356,-0.0017216239277782, 0.0
5.2053861867349,-0.3264718738555354,-0.0014614835537809499, 0.0
5.456318576502344,-0.3326673130921972,-0.0012013431797837, 0.0
5.7071835168784935,-0.3406898208055221,-0.0009153092963879157, 0.0
5.958048457254643,-0.34871232851884704,-0.0006292754129921315, 0.0
6.208913397630792,-0.356734836232172,-0.00034324152959634723, 0.0
6.459778338006942,-0.3647573439454969,-5.7207646200562986e-05, 0.0
6.710600289239392,-0.3739598089557496,0.00023877046942367774, 0.0
6.961422240471842,-0.38316227396600233,0.0005347485850479185, 0.0
7.2122441917042925,-0.392364738976255,0.0008307267006721591, 0.0
7.463066142936743,-0.4015672039865077,0.0011267048162964, 0.0
7.713867779333354,-0.4113224124709244,0.001412162794506475, 0.0
7.964669415729966,-0.42107762095534107,0.00169762077271655, 0.0
8.215471052126578,-0.4308328294397577,0.001983078750926625, 0.0
8.466272688523189,-0.4405880379241744,0.0022685367291367, 0.0
8.717074147723741,-0.4520161282139981,0.002520025867821575, 0.0
8.967875606924295,-0.46344421850382184,0.0027715150065064503, 0.0
9.218677066124847,-0.47487230879364556,0.0030230041451913253, 0.0
9.4694785253254,-0.4863003990834693,0.0032744932838762, 0.0
9.72028045147397,-0.49829428226972206,0.003468350351323475, 0.0
9.97108237762254,-0.5102881654559748,0.00366220741877075, 0.0
10.221884303771109,-0.5222820486422276,0.0038560644862180252, 0.0
10.47268622991968,-0.5342759318284803,0.0040499215536653, 0.0
10.723469110769033,-0.5440669335648534,0.004166081553248, 0.0
10.974251991618384,-0.5538579353012263,0.0042822415528307005, 0.0
11.225034872467738,-0.5636489370375992,0.0043984015524134, 0.0
11.475817753317092,-0.5734399387739723,0.0045145615519961, 0.0
11.726593167977633,-0.5790703863602218,0.00454063562823015, 0.0
11.977368582638173,-0.5847008339464714,0.0045667097044642, 0.0
12.228143997298712,-0.590331281532721,0.00459278378069825, 0.0
12.478919411959254,-0.5959617291189705,0.0046188578569323, 0.0
12.729682215856329,-0.5954872677380642,0.004553191751167125, 0.0
12.980445019753404,-0.5950128063571578,0.00448752564540195, 0.0
13.23120782365048,-0.5945383449762514,0.004421859539636775, 0.0
13.481970627547556,-0.594063883595345,0.0043561934338716, 0.0
13.73271961310284,-0.5897017399525988,0.0042086727062039244, 0.0
13.983468598658128,-0.5853395963098526,0.00406115197853625, 0.0
14.234217584213413,-0.5809774526671063,0.003913631250868575, 0.0
14.484966569768698,-0.5766153090243601,0.0037661105232009, 0.0
14.735704319275492,-0.5705149894694217,0.00355622778047935, 0.0
14.986442068782283,-0.5644146699144833,0.0033463450377578, 0.0
15.237179818289075,-0.5583143503595449,0.0031364622950362502, 0.0
15.487917567795868,-0.5522140308046065,0.0029265795523147, 0.0
15.73864931675011,-0.5463457847260025,0.0026793068757815248, 0.0
15.989381065704352,-0.5404775386473986,0.00243203419924835, 0.0
16.240112814658595,-0.5346092925687945,0.002184761522715175, 0.0
16.490844563612836,-0.5287410464901905,0.001937488846182, 0.0
16.741613982100844,-0.5242210822613288,0.001678211052252325, 0.0
16.99238340058885,-0.5197011180324671,0.00141893325832265, 0.0
17.243152819076858,-0.5151811538036054,0.001159655464392975, 0.0
17.493922237564867,-0.5106611895747437,0.0009003776704633, 0.0
17.744756477141568,-0.5087025470016657,0.0006503052653049055, 0.0
17.99559071671827,-0.5067439044285877,0.00040023286014651113, 0.0
18.246424956294966,-0.5047852618555096,0.00015016045498811672, 0.0
18.497259195871667,-0.5028266192824317,-9.99119501702777e-05, 0.0
18.748164874678253,-0.5051412124768438,-0.0003266527154398083, 0.0
18.999070553484838,-0.5074558056712561,-0.0005533934807093389, 0.0
19.249976232291424,-0.5097703988656683,-0.0007801342459788694, 0.0
19.50088191109801,-0.5120849920600805,-0.0010068750112484, 0.0
19.75184068204854,-0.5169720844949935,-0.001203737519231775, 0.0
20.00279945299907,-0.5218591769299066,-0.00140060002721515, 0.0
20.253758223949603,-0.5267462693648195,-0.0015974625351985248, 0.0
20.504716994900136,-0.5316333617997325,-0.0017943250431819, 0.0
20.75569704653286,-0.5368115076467123,-0.0019603969313645, 0.0
21.006677098165582,-0.541989653493692,-0.0021264688195471, 0.0
21.257657149798305,-0.5471677993406717,-0.0022925407077297004, 0.0
21.50863720143103,-0.5523459451876515,-0.0024586125959123, 0.0
21.75963558003214,-0.5568883558925175,-0.0025950234167077, 0.0
22.010633958633253,-0.5614307665973837,-0.0027314342375031, 0.0
